text,label,ticket_id,agent_name
Do you offer discounts for students or NGOs?,Othr,1508,Charlie
When is the Pro pricing changing?,Other ,1509,Bob
Requesting invoice to be sent monthly instead of weekly. 12345,Othr,1510,Bob
Dark mode toggled but UI stays light. 😡, Tech,1511,Dana
Do you offer discounts for students or NGOs?,Other ,1512,Charlie
Live chat widget not loading on homepage. 😡,TECHNICAL,1513,Alice
Refund not received after 7 days. 😡,Billing ,1514,Alice
Currency converted incorrectly; expected USD. <br>,Billng,1515,Charlie
Can't verify phone number; code not sent.,ACCOUNT,1516,Alice
Dark mode toggled but UI stays light., Tech,1517,Charlie
Search results page is blank after entering a query. <br>, Tech,1518,Dana
Payment failed during checkout with card ending 7812.,Billng,1519,Alice
